,phrase,lf-label
4203, НА 17 МИЛЛИОН ЕВРО БЫТЬ УСТАНАВЛИВАТЬ ОБОРУДОВАНИЕ ДЛЯ РАСШИРЕНИЕ ВОЗМОЖНОСТЬ УЖЕ ДЕЙСТВОВАТЬ СТАНЦИЯ СОТОВЫЙ СВЯЗЬ С УВЕЛИЧЕНИЕ ОНА ЕМКОСТЬ ДО СТО ТЫСЯЧА НОМЕР,notLF
4204, АРМЯНСКИЙ ВАРИАНТ РАЗВИТИЕ ИНТЕРНЕТ,notLF
4205, ИНТЕРНЕТ В АРМЕНИЯ ПОЯВЛЯТЬСЯ К СЕРЕДИНА 90-Й ГОД ПРОШЛЫЙ СТОЛЕТИЕ,LF
4206, НАЦИОНАЛЬНЫЙ ДОМЕН .AM БЫТЬ АКТИВИЗИРОВАТЬ IANA 26 АВГУСТ 1994 ГОД,notLF
4207, УЖЕ В 1994 ГОД КОМПАНИЯ ARMENIAN ИНТЕРНЕТ COMPANY LTD ARMINCO НАЧИНАТЬ ПРЕДОСТАВЛЯТЬ УСЛУГА ЭЛЕКТРОННЫЙ ПОЧТА,LF
4208, ЭТОТ КОМПАНИЯ БЫТЬ ОСНОВЫВАТЬ В 1992 ГОД ИНСТИТУТ АВТОМАТИЗИРОВАТЬ СИСТЕМА МЕЖДУНАРОДНЫЙ АТС И СЛУЖБА СЕЙСМИЧЕСКИЙ ЗАЩИТА АРМЕНИЯ,LF
4209, ТОГДА В КАЧЕСТВЕ ОСНОВА СЕТЬ ПЕРЕДАЧА ДАННЫЕ СЛУЖИТЬ СЕТЬ X.25 IASNET,notLF
4210, В 1994 ГОД ARMINCO УСТАНАВЛИВАТЬ ПЕРВЫЙ СОЕДИНЕНИЕ ПО ПРОТОКОЛ TCP IP С МОСКВА,LF
4211, В 1995 ГОД ARMINCO ИМЕТЬ ОКОЛО 300 ПОЛЬЗОВАТЕЛЬ В АРМЕНИЯ СРЕДИ КОТОРЫЙ БЫТЬ ПРЕДСТАВИТЕЛЬСТВО МЕЖДУНАРОДНЫЙ ОРГАНИЗАЦИЯ КОМПАНИЯ ООН КОРПУС МИР И ДРУГОЙ И ГОСУДАРСТВЕННЫЙ ОРГАНИЗАЦИЯ,LF
4212, ВМЕСТЕ С ТО ДОСТУП В ИНТЕРНЕТ В РА НЕЛЬЗЯ НАЗЫВАТЬ ДЕШЕВЫЙ И ОБЩЕДОСТУПНЫЙ,LF
4213, БОЛЬШОЙ РОЛЬ В РАЗВИТИЕ АРМЯНСКИЙ СЕГМЕНТ В ИНТЕРНЕТ ИГРАТЬ МЕЖДУНАРОДНЫЙ ОРГАНИЗАЦИЯ И ФОНД,LF
4214, ТАК ПРОГРАММА РАЗВИТИЕ ООН UNDP ОБЕСПЕЧИВАТЬ БЕСПЛАТНЫЙ ПОЛЬЗОВАНИЕ ВНУТРЕННИЙ РЕСУРС ДО 16 ТЫСЯЧА ПОЛЬЗОВАТЕЛЬ,notLF
4215, ПО ПРОГРАММА PROJECT HARMONY В ПАРТНЕРСТВО С ACCELS 80 ШКОЛА ПЕРЕДАВАТЬ 1400 КОМПЬЮТЕР И ОРГАНИЗОВЫВАТЬ ДОСТУП В ИНТЕРНЕТ,notLF
4216, ВСЕМИРНЫЙ БАНК СОВМЕСТНО С ПРАВИТЕЛЬСТВО АРМЕНИЯ РАЗРАБАТЫВАТЬ ПРОГРАММА ПРЕДУСМАТРИВАТЬ ОРГАНИЗАЦИЯ ВЫХОД В ИНТЕРНЕТ В ВЕСЬ ШКОЛА СТРАНА,LF
4217, ДЛЯ ЭТО АРМЕНИЯ БЫТЬ ВЫДЕЛЯТЬ КРЕДИТ В РАЗМЕР ДОЛЛАР-ЗНАК 13 МИЛЛИОН,notLF
4218, 13 ИЮНЬ 2003 ГОД ОТКРЫВАТЬСЯ ПРОЕКТ НАТО ВИРТУАЛЬНЫЙ ШЕЛКОВЫЙ ПУТЬ,notLF
4219, ЦЕЛЬ ПРОЕКТ ЯВЛЯТЬСЯ ОБЕСПЕЧЕНИЕ ВЫСОКОСКОРОСТНОЙ ДОСТУП В ИНТЕРНЕТ НАУЧНЫЙ УЧРЕЖДЕНИЕ И ЛАБОРАТОРИЯ АЗЕРБАЙДЖАН АРМЕНИЯ ГРУЗИЯ КАЗАХСТАН УЗБЕКИСТАН КЫРГЫЗСТАН ТАДЖИКИСТАН И ТУРКМЕНИСТАН,notLF
4220, СЕГОДНЯ НА РЕСУРС В ДОМЕН .AM ПРИХОДИТЬСЯ ПОРЯДКА 15 ПРОЦЕНТ-ЗНАК ВЕСЬ ТРАФИК А БОЛЬШИЙ ЧАСТЬ ПРИХОДИТЬСЯ НА РОССИЙСКИЙ ЧАСТЬ ИНТЕРНЕТ,notLF
4221, ВМЕСТЕ С ТО ТЕХНИЧЕСКИЙ ОТСТАЛОСТЬ ТЕЛЕКОММУНИКАЦИЯ В АРМЕНИЯ УСУГУБЛЯТЬ ЭКОНОМИЧЕСКИЙ ПОЛОЖЕНИЕ СТРАНА СЕГОДНЯ ПРЕПЯТСТВОВАТЬ РАЗВИТИЕ ИНТЕРНЕТ,notLF
4222, ИКТ УСКОРЯТЬСЯ,notLF
4223, КАК И ПОЧТИ ВЕЗДЕ НА ПОСТСОВЕТСКИЙ ПРОСТРАНСТВО КОМПЬЮТЕРНЫЙ РЫНОК АРМЕНИЯ СФОРМИРОВЫВАТЬ ВВОЗИТЬ ИЗ ДРУГОЙ СТРАНА ВЫЧИСЛИТЕЛЬНЫЙ ТЕХНИКА,notLF
4224, ЭТО ПРОИСХОДИТЬ НЕСМОТРЯ НА ТО ЧТО В СОСТАВ СССР РЕСПУБЛИКА СПЕЦИАЛИЗИРОВАТЬСЯ В ИНФОРМАЦИОННЫЙ ТЕХНОЛОГИЯ И ПРОДУКТ ЭЛЕКТРОННЫЙ ПРОМЫШЛЕННОСТЬ,notLF
4225, ТОЛЬКО В ЕРЕВАНСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ МЕХАНИКА РАБОТАТЬ ДЕСЯТЬ ТЫСЯЧА СОТРУДНИК,LF
4226, ОН ПРОИЗВОДИТЬ АППАРАТНЫЙ СРЕДСТВО ЭВМ И ВЕСТИ РАЗРАБОТКА ПРОГРАММНЫЙ ОБЕСПЕЧЕНИЕ,LF
4227, СЕГОДНЯ ОСНОВНОЙ СТРАНА ИЗ КОТОРЫЙ ОСУЩЕСТВЛЯТЬСЯ ПОСТАВКА КОМПЬЮТЕР И КОМПЛЕКТУЮЩАЯ В АРМЕНИЯ ЯВЛЯТЬСЯ РОССИЯ И ОАЭ,notLF
4228, В САМ АРМЕНИЯ ФУНКЦИОНИРОВАТЬ ОКОЛО 15 ФИРМА ЗАНИМАТЬСЯ СБОРКА КОМПЬЮТЕР,LF
4229, В 2002 ГОД В АРМЕНИЯ ДЕЙСТВОВАТЬ ПОРЯДКА 223 ПРЕДПРИЯТИЕ В СФЕРА ИТ С ЧИСЛО ЗАНИМАТЬ РАБОТНИК ОКОЛО ПЯТЬ ТЫСЯЧА ЧЕЛОВЕК,LF
4230, В 43 ПРОЦЕНТ-ЗНАК КОМПАНИЯ ВКЛАДЫВАТЬ ИНОСТРАННЫЙ ИНВЕСТИЦИЯ,notLF
4231, ПО ДАННЫЕ СОВЕТ СОДЕЙСТВИЕ РАЗВИТИЕ ИНФОРМАЦИОННЫЙ ТЕХНОЛОГИЯ РЕСПУБЛИКА АРМЕНИЯ ИЗ ОБЩИЙ ЧИСЛО ИТ ПРЕДПРИЯТИЕ ОКОЛО 60 СЕГОДНЯ ЗАНИМАТЬ ИСКЛЮЧИТЕЛЬНО В РАЗРАБОТКА ПРОГРАММНЫЙ ОБЕСПЕЧЕНИЕ 38 ПРОЦЕНТ-ЗНАК,LF
4232, ЭКСПОРТ ПРОДУКЦИЯ ДАННЫЙ ОТРАСЛЬ В 2000 ГОД СОСТАВЛЯТЬ 20 МИЛЛИОН ДОЛЛАР США,LF
4233, ПОПЫТКА НАЧИНАТЬ УСКОРЯТЬ РАЗВИТИЕ СФЕРА ИНФОРМАЦИОННЫЙ ТЕХНОЛОГИЯ СВЯЗЫВАТЬ С РЯД ВАЖНЫЙ ГОСУДАРСТВЕННЫЙ РЕШЕНИЕ РА,notLF
4234, СРАВНИТЕЛЬНО НЕДАВНО ПРАВИТЕЛЬСТВЕННЫЙ РЕШЕНИЕ КОМПЬЮТЕР И ОБОРУДОВАНИЕ К ОНИ БЫТЬ ОСВОБОЖДАТЬ ОТ ВЗИМАНИЕ 20-ПРОЦЕНТНЫЙ НДС,notLF
4235, ОДНАКО СОБСТВЕННЫЙ СРЕДСТВА НА РАЗВИТИЕ ИТ ПРОМЫШЛЕННОСТЬ В СТРАНА НЕТ ПОЭТОМУ ЗДЕСЬ ОСНОВНОЙ РОЛЬ ПРИНАДЛЕЖАТЬ ЗАРУБЕЖНЫЙ КОМПАНИЯ И ОРГАНИЗАЦИЯ,LF
4236, СЧИТАТЬ ЧТО СФЕРА ИНФОРМАЦИОННЫЙ ТЕХНОЛОГИЯ В АРМЕНИЯ БЫТЬ ДОСТАТОЧНО ПРИВЛЕКАТЕЛЬНЫЙ БИЗНЕС ДЛЯ ЗАРУБЕЖНЫЙ ИНВЕСТОР,LF
4237, ЧИСЛО ИТ КОМПАНИЯ В СТРАНА РАСТИ,LF
4238, ТАК БЛАГОДАРЯ ЧАСТНЫЙ И ИНОСТРАННЫЙ ИНВЕСТИЦИЯ НАЧИНАТЬ СОЗДАВАТЬСЯ СПЕЦИАЛЬНЫЙ СТРУКТУРА ДЛЯ РАЗРАБОТКА И ВНЕДРЕНИЕ СОВРЕМЕННЫЙ ИТ ПРОДУКТ,notLF
4239," НА СРЕДСТВА ГОСДЕПАРТАМЕНТ США БЫТЬ СОЗДАВАТЬ НАЦИОНАЛЬНЫЙ ФОНД НАУЧНЫЙ И ПРОГРЕССИВНЫЙ ТЕХНОЛОГИЯ С УСТАВНОЙ КАПИТАЛ В 1,2 МИЛЛИОН ДОЛЛАР США",notLF
4240, РЕАЛИЗОВАТЬ СОВМЕСТНЫЙ С ВСЕМИРНЫЙ БАНК ПРОЕКТ ПО СОЗДАНИЕ ИТ ИНКУБАТОР В АРМЕНИЯ НА СУММА В ПЯТЬ МИЛЛИОН ДОЛЛАР США,LF
4241, В 2003 ГОД ISP КОМПАНИЯ ARMINCO ПРИ ПОДДЕРЖКА ФОНД ЕВРАЗИЯ СОЗДАВАТЬ ТРЕНИНГ-ЦЕНТР ПО ПРОГРАММНЫЙ ПРОДУКТ КОМПАНИЯ МИКРОСОФТ С ПРАВО ВЫДАЧА СООТВЕТСТВУЮЩИЙ СЕРТИФИКАТ,LF
4242, СЕТЕВОЙ И КОМПЬЮТЕРНЫЙ ТЕХНОЛОГИЯ ВОСТРЕБОВАННЫЙ В СТРАНА,LF
4243, ТАК С КОНЕЦ 2002 ГОД АРМЕНИЯ НАЧИНАТЬ ПРАКТИКОВАТЬ УСЛУГА ПОЛУЧЕНИЕ ВИЗА ЧЕРЕЗ ИНТЕРНЕТ,LF
4244, В ПЕРВЫЙ ЖЕ ДЕНЬ ЗАПУСК ПРОЕКТ 31 ОКТЯБРЬ ЭТОТ УСЛУГА ПОЛЬЗОВАТЬСЯ ГРАЖДАНИН США И ГЕРМАНИЯ А АРМЕНИЯ СТАНОВИТЬСЯ ВТОРОЙ СТРАНА В МИР ВЫДАВАТЬ ВИЗА ИНОСТРАННЫЙ ГРАЖДАНИН ЧЕРЕЗ ВСЕМИРНЫЙ ПАУТИНА,LF
4245, СЕГОДНЯ ОСНОВНОЙ РЫНОК ЭКСПОРТ ДЛЯ АРМЯНСКИЙ ИТ ПРЕДПРИЯТИЕ ЯВЛЯТЬСЯ США РОССИЯ ГЕРМАНИЯ ГОЛЛАНДИЯ ГРУЗИЯ И ФРАНЦИЯ,notLF
4246, ВМЕСТЕ С ТО ИЗ-ЗА НИЗКИЙ УРОВЕНЬ ЖИЗНЬ И УСЛОВИЕ РАБОТА НАБЛЮДАТЬ ОТТОК СПЕЦИАЛИСТ И НАИБОЛЕЕ ОДАРЕННЫЙ МОЛОДЕЖЬ,LF
4247, ТЕМ НЕ МЕНЕЕ В СТРАНА ПЫТАТЬСЯ СОЗДАВАТЬ УСЛОВИЕ ДЛЯ ВОЗВРАТ СПЕЦИАЛИСТ,LF
4248, ТАК АРМЯНСКИЙ ФИЛИАЛ КОМПАНИЯ LEDA SYSTEMS ЗАНИМАТЬСЯ РАЗРАБОТКА ИНТЕЛЛЕКТУАЛЬНЫЙ ПРОДУКЦИЯ УЖЕ СЕГОДНЯ ОБРАБАТЫВАТЬ ДО 30 ПРОЦЕНТ-ЗНАК ЗАКАЗ ГОЛОВНОЙ КОМПАНИЯ,notLF
4249, ДЛЯ РЕШЕНИЕ КАДРОВЫЙ ПРОБЛЕМА АРМЯНСКИЙ ОФИС LEDA SYSTEMS СОВМЕСТНО С ЕРЕВАНСКИЙ ИНЖЕНЕРНЫЙ УНИВЕРСИТЕТ ОТКРЫВАТЬ НОВЫЙ ФАКУЛЬТЕТ ГДЕ КОМПАНИЯ ОБУЧАТЬ НЕОБХОДИМЫЙ ДЛЯ ОНА СПЕЦИАЛИСТ,LF
4250, ПЕРСПЕКТИВА РАЗВИТИЕ СФЕРА ВЫСОКИЙ ТЕХНОЛОГИЯ,notLF
4251, В 2001 ГОД АМЕРИКАНСКИЙ ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР ХЕРИТИДЖ ФАУНДЕЙНШН ОЦЕНИВАТЬ АРМЕНИЯ КАК ОДИН ИЗ ДЕСЯТЬ СТРАНА КОТОРЫЙ ДОБИВАТЬСЯ НАИБОЛЬШИЙ РОСТ В ОБЛАСТЬ ЭКОНОМИЧЕСКИЙ СВОБОДА,LF
4252, ПО ЭТОТ КЛАССИФИКАЦИЯ АРМЕНИЯ СЕГОДНЯ ВЫДЕЛЯТЬСЯ НА ФОН ДРУГОЙ СТРАНА СНГ НАХОДИТЬСЯ НА ОДИН МЕСТО С ФРАНЦИЯ И ПОЛЬША,LF
4253, АРМЕНИЯ СТАНОВИТЬСЯ СЕДЬМОЙ ПОСТСОВЕТСКИЙ РЕСПУБЛИКА ЧЛЕН ВТО,notLF
4254," В 2001 ГОД ВВП АРМЕНИЯ ВЫРАСТАТЬ НА 9,6 ПРОЦЕНТ-ЗНАК СОСТАВЛЯТЬ ОКОЛО 2,4 МИЛЛИАРД ДОЛЛАР США",LF
4255," ДОЛЯ ВВП НА ДУША НАСЕЛЕНИЕ В 2001 ГОД СОСТАВЛЯТЬ 3,350 ДОЛЛАР США",LF
4256, ОБЪЕМ ИТ РЫНОК РАСТИ СОСТАВЛЯТЬ В 1998 ГОД 200 МИЛЛИОН ДОЛЛАР США А ДВА ГОД СПУСТЯ СОСТАВЛЯТЬ НА 50 МИЛЛИОН МНОГО,LF
4257, НЕДАВНИЙ ВИЗИТ ПРЕЗИДЕНТ РА В МОСКВА СТАНОВИТЬСЯ ВАЖНЫЙ ВЕХА В ЖИЗНЬ АРМЕНИЯ,notLF
4258, БЫТЬ НАМЕЧАТЬ ПУТЬ РЕШЕНИЕ МНОГИЕ ВОПРОС,LF
4259, ОДИН ИЗ ОНИ СТАНОВИТЬСЯ ДОГОВОРЕННОСТЬ О ПОГАШЕНИЕ ДОЛГ АРМЕНИЯ ЗА СЧЕТ ПЕРЕДАЧА РОССИЙСКИЙ СТОРОНА АРМЯНСКИЙ ПРЕДПРИЯТИЕ,LF
4260, В НЕКОТОРЫЙ ПЛАН ЭТО ЯВЛЯТЬСЯ ИНВЕСТИРОВАНИЕ ЭКОНОМИКА СТРАНА ЗА СЧЕТ БОЛЕЕ КРЕПКИЙ СОСЕД И ОТКРЫВАТЬ ХОРОШИЙ ПЕРСПЕКТИВА ДЛЯ РОССИЙСКИЙ ИТ БИЗНЕС В АРМЕНИЯ,LF
4261, ТО УЖЕ БЫТЬ ДОСТАТОЧНО МНОГО ПРИМЕР,notLF
4262, ТАК В 2003 ГОД ПРАВИТЕЛЬСТВО АРМЕНИЯ РАЗРЕШАТЬ НАЦИОНАЛЬНЫЙ АКАДЕМИЯ НАУКА РА СОЗДАВАТЬ С ЗАО РОСАВИАСПЕЦКОМПЛЕКТ СОВМЕСТНЫЙ НАУЧНЫЙ ПРЕДПРИЯТИЕ,LF
4263, ТО САМЫЙ БЫТЬ ОБЕСПЕЧИВАТЬ РАЗВИТИЕ НАУЧНЫЙ ПОТЕНЦИАЛ ОСОБЫЙ КОНСТРУКТОРСКИЙ БЮРО ИНСТИТУТ РАДИОФИЗИКА РА,notLF
4264, В 2003 ГОД КОМПАНИЯ ГРАНД ХОЛДИНГ НАЧИНАТЬ ОКАЗЫВАТЬ ФИНАНСОВЫЙ СОДЕЙСТВИЕ В СТРОИТЕЛЬСТВО СОЛНЕЧНЫЙ ЭЛЕКТРОСТАНЦИЯ НА ТЕРРИТОРИЯ АРАГАЦСКИЙ НАУЧНЫЙ ЦЕНТР ИНСТИТУТ РАДИОФИЗИЧЕСКИЙ ИССЛЕДОВАНИЕ БЛИЗ БЮРАКАН ПО ПРОЕКТ АКАДЕМИК ПАРИС ГЕРУНИ,LF
4265, СЕЙЧАС 100 ПРОЦЕНТ-ЗНАК ЕРЕВАНСКИЙ ФОЛЬГОПРОКАТНЫЙ ЗАВОД АРМЕНАЛ ПРИНАДЛЕЖАТЬ РОССИЙСКИЙ КОМПАНИЯ РУССКИЙ АЛЮМИНИЙ РУСАЛ,notLF
4266," В 2002 ГОД НА АРМЕНАЛ БЫТЬ ПРОИЗВОДИТЬ 5,4 ТЫСЯЧА ТОННА ПРОДУКЦИЯ ЧТО ВДВОЕ БОЛЬШОЙ ПОКАЗАТЕЛЬ 2001 ГОД",LF
4267, ТЕМ НЕ МЕНЕЕ ПОКАЗАТЕЛЬ ПРОНИКНОВЕНИЕ ВЫСОКИЙ ТЕХНОЛОГИЯ ЯВЛЯТЬСЯ УРОВЕНЬ ОНИ ИСПОЛЬЗОВАНИЕ В ПРОМЫШЛЕННЫЙ СЕКТОР И АДМИНИСТРАТИВНЫЙ УПРАВЛЕНИЕ,LF
4268, В АРМЕНИЯ СЕГОДНЯ ПРИМЕР ПОДОБНЫЙ ВЗАИМОДЕЙСТВИЕ ЗНАНИЕ И ПРОИЗВОДСТВО КРАЙНЕ МАЛО,LF
4269, В БОЛЬШИЙ СТЕПЕНЬ ИМЕТЬСЯ ПРОИЗВОДСТВО И УЧРЕЖДЕНИЕ НЕ КОМПЬЮТЕРИЗОВАТЬ,notLF
4270, СРЕДСТВА НА ПРИОБРЕТЕНИЕ СОВРЕМЕННЫЙ ТЕХНИКА И ОБОРУДОВАНИЕ ЯВНО НЕ ХВАТАТЬ,notLF
4271, ПОЭТОМУ ЗНАЧИТЕЛЬНЫЙ ЧАСТЬ ПРЕДПРИЯТИЕ БАЗИРОВАТЬСЯ НА ИНОСТРАННЫЙ КАПИТАЛ И НАХОДИТЬСЯ ВНЕ ГОСУДАРСТВЕННЫЙ КОНТРОЛЬ,notLF
4272, ВИДИМО ЭТО СЛЕДОВАТЬ УЧИТЫВАТЬ ПРИ ОЦЕНКА ИТ РЫНОК АРМЕНИЯ И ОНА ВОЗМОЖНОСТЬ РАЗВИВАТЬ ИНФОРМАЦИОННЫЙ ТЕХНОЛОГИЯ В ШИРОКИЙ СМЫСЛ ЭТОТ СЛОВО,notLF
4273, ВАШ ПЕРСОНАЛЬНЫЙ НИМБ,notLF
4274, НАТАЛЬЯ ДЬЯЧКОВА,notLF
4275, КАЖДЫЙ ЧЕЛОВЕК РОЖДАТЬСЯ И УМИРАТЬ В СВОЙ ЭНЕРГЕТИЧЕСКИЙ ПОЛЕ,notLF
4276, КАК УТВЕРЖДАТЬ УЧЕНЫЙ ПО СОСТОЯНИЕ ЭТОТ ПОЛЕ МОЖНО СУДИТЬ О ПСИХИЧЕСКИЙ И ФИЗИЧЕСКИЙ ЗДОРОВЬЕ И ДАЖЕ О ХАРАКТЕР ОНО ОБЛАДАТЕЛЬ,notLF
4277, ОДНАЖДЫ МНОГО ГОД НАЗАД ЛЕНИНГРАДСКИЙ ФИЗИК КОНСТАНТИН КОРОТКОВ ЗАДУМЫВАТЬСЯ ПОЧЕМУ НА ХРИСТИАНСКИЙ ИКОНА ГОЛОВА СВЯТОЙ ОКРУЖАТЬ НИМБ,notLF
4278, И ПОЧЕМУ ТАКОЙ ЖЕ СИЯНИЕ МОЖНО ВИДЕТЬ НА ИЗОБРАЖЕНИЕ ИНДИЙСКИЙ И ЮЖНОАМЕРИКАНСКИЙ БОГ,notLF
4279, СЛУЧАЙНЫЙ ЛИ ЭТОТ СОВПАДЕНИЕ ИЛИ СУЩЕСТВОВАТЬ КАКОЙ-ТО ФИЗИЧЕСКИЙ ЯВЛЕНИЕ БЛАГОДАРЯ КОТОРЫЙ СХОЖИЙ ОБРАЗ РОЖДАТЬСЯ У СТОЛЬ РАЗНЫЙ НАРОД,notLF
4280, БЫТЬ ЛИ У ЧЕЛОВЕК ТОТ САМЫЙ АУРА КОТОРЫЙ ЯКОБЫ ВИДЕТЬ ЭКСТРАСЕНС,notLF
4281, НАЧИНАТЬ ИЗУЧАТЬ ЭНЕРГЕТИЧЕСКИЙ ПОЛЕ ЧЕЛОВЕК КОНСТАНТИН КОРОТКОВ НЫНЕ ПРОФЕССОР САНКТ-ПЕТЕРБУРГСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ИНФОРМАЦИОННЫЙ ТЕХНОЛОГИЯ МЕХАНИКА И ОПТИКА УМЕТЬ ОТВЕЧАТЬ НА НЕКОТОРЫЙ ИЗ СТАВИТЬ ВОПРОС,LF
4282, ДА УТВЕРЖДАТЬ УЧЕНЫЙ КАЖДЫЙ ИНДИВИД ОБЛАДАТЬ ЭНЕРГЕТИЧЕСКИЙ ПОЛЕ ДО РОЖДЕНИЕ В МАТЕРИНСКИЙ УТРОБА ПРИ ЖИЗНЬ И ПОСЛЕ СМЕРТЬ,notLF
4283, ПО СОСТОЯНИЕ ЭТОТ ПОЛЕ МОЖНО СУДИТЬ О ПСИХИЧЕСКИЙ И ФИЗИЧЕСКИЙ ЗДОРОВЬЕ ЧЕЛОВЕК О ОН ХАРАКТЕР,notLF
4284, МНОГО ТО БЛАГОДАРЯ РАЗРАБАТЫВАТЬ КОРОТКОВ МЕТОД ГАЗОРАЗРЯДНЫЙ ВИЗУАЛИЗАЦИЯ ЭНЕРГЕТИЧЕСКИЙ ПОЛЕ МОЖНО ВИДЕТЬ МОЖНО НАБЛЮДАТЬ КАК ОНО РЕАГИРОВАТЬ НА РАЗЛИЧНЫЙ ВОЗДЕЙСТВИЕ,notLF
4285, ДАННЫЙ МЕТОД МОЧЬ НАХОДИТЬ САМЫЙ ЧТО НИ НА ЕСТЬ МАТЕРИАЛИСТИЧЕСКИЙ ПРИМЕНЕНИЕ В РАЗНЫЙ ОТРАСЛЬ В МЕДИЦИНА СПОРТ И ДАЖЕ В РАБОТА ПРАВООХРАНИТЕЛЬНЫЙ ОРГАН,LF
4286, ОН ЖИВОЙ И СВЕТИТЬСЯ,notLF
4287, КОНСТАНТИН КОРОТКОВ ПОЙТИ ПО ПУТЬ КОТОРЫЙ ПРОКЛАДЫВАТЬ В 30-Й ГОД ПРОШЛЫЙ ВЕК СОВЕТСКИЙ УЧЕНЫЙ СЕМЕН И ВАЛЕНТИНА КИРЛИАН,notLF
4288, СУПРУГ КИРЛИАН ЭКСПЕРИМЕНТИРОВАТЬ С ЭЛЕКТРОМАГНИТНЫЙ ПОЛЕ И ВПЕРВЫЕ В МИР ФИКСИРОВАТЬ СВЕЧЕНИЕ ОРГАНИЧЕСКИЙ И НЕОРГАНИЧЕСКИЙ ОБЪЕКТ,LF
4289, ОСОБЕННО ИНТЕРЕСНЫЙ БЫТЬ ТО ЧТО ИСТОЧНИК СТРАННЫЙ СВЕЧЕНИЕ МОЧЬ БЫТЬ И ЧЕЛОВЕК,notLF
4290, УЧЕНЫЙ МОЧЬ ФОТОГРАФИРОВАТЬ ЗАГАДОЧНЫЙ ЯВЛЕНИЕ,notLF
4291, СРАВНИВАТЬ СНИМОК ОНИ ЗАМЕЧАТЬ ЧТО В ЗАВИСИМОСТЬ ОТ ПСИХИЧЕСКИЙ И ФИЗИЧЕСКИЙ СОСТОЯНИЕ ЧЕЛОВЕК ХАРАКТЕР СВЕЧЕНИЕ МОЧЬ ИЗМЕНЯТЬСЯ,LF
4292, ОБНАРУЖИВАТЬ ЭФФЕКТ НАЗЫВАТЬ ИМЯ ПЕРВООТКРЫВАТЕЛЬ НО ПРАКТИЧЕСКИЙ ПРИМЕНЕНИЕ ЭФФЕКТ КИРЛИАН В ТОТ ВРЕМЯ НЕ ПОЛУЧАТЬ,LF
4293, В 1978 ГОД ПОД ЭГИДА АКАДЕМИЯ НАУКА СССР У МЫ В СТРАНА НАЧИНАТЬСЯ ЭКСПЕРИМЕНТ ПО ИССЛЕДОВАНИЕ КИРЛИАНОВСКИЙ СВЕЧЕНИЕ,LF
4294, УЧЕНЫЙ УДАВАТЬСЯ ПОНИМАТЬ ФИЗИЧЕСКИЙ ПРИРОДА НЕОБЫЧНЫЙ ЭФФЕКТ,notLF
4295, ВОКРУГ КАЖДЫЙ ЧЕЛОВЕК СУЩЕСТВОВАТЬ СЛАБЫЙ ЭЛЕКТРОМАГНИТНЫЙ ПОЛЕ,notLF
4296, НАХОДИТЬСЯ В ВОЗДУХ ЭЛЕКТРОН ПОПАДАТЬ В ЭТОТ ПОЛЕ НАЧИНАТЬ УСКОРЯТЬСЯ И ИОНИЗИРОВАТЬ МОЛЕКУЛА ВОЗДУХ,notLF
4297, ТОТ В СВОЙ ОЧЕРЕДЬ НАЧИНАТЬ ИСПУСКАТЬ ФОТОН В ОСНОВНОЕ В ГОЛУБОЙ И УЛЬТРАФИОЛЕТОВЫЙ ЧАСТЬ СПЕКТР,notLF
4298, ПОЛЕ КАК БЫ ВЫТЯГИВАТЬ ЧАСТИЦА ИЗ ОБЪЕКТ И УСИЛИВАТЬ ОНИ В ГАЗОВЫЙ РАЗРЯД ПОДОБНО ТО КАК ЭТО ПРОИСХОДИТЬ В ФОТОЭЛЕКТРОННЫЙ УМНОЖИТЕЛЬ И СЧЕТЧИК РАДИОАКТИВНЫЙ ЧАСТИЦА,notLF
4299, В РЕЗУЛЬТАТ КАЖДЫЙ ЧЕЛОВЕК ОКРУЖАТЬ ПРИСУЩИЙ ТОЛЬКО ОН НЕВИДИМЫЙ СВЕТОВОЙ ОБОЛОЧКА,notLF
4300, ДОЛГИЙ ГОД ПРОДОЛЖАТЬСЯ РАБОТА НАД СОЗДАНИЕ СПЕЦИАЛЬНЫЙ АППАРАТУРА С ПОМОЩЬЮ КОТОРЫЙ МОЖНО БЫТЬ БЫ ФИКСИРОВАТЬ И ИССЛЕДОВАТЬ СВЕЧЕНИЕ,notLF
4301, В РЕЗУЛЬТАТ БЫТЬ РАЗРАБАТЫВАТЬ ТАК НАЗЫВАТЬ КАМЕРА ГАЗОРАЗРЯДНЫЙ ВИЗУАЛИЗАЦИЯ ГРВ,notLF
4302, С ОНА ПОМОЩЬ МЫ МОЧЬ ПОНИМАТЬ ГЛАВНОЕ СОЗДАВАТЬ ЭЛЕКТРИЧЕСКИЙ ПОЛЕ МЫ СТИМУЛИРОВАТЬ КВАНТОВЫЙ ПРОЦЕСС ЭМИССИЯ ФОТОН И ЭЛЕКТРОН С ПОВЕРХНОСТЬ ОБЪЕКТ НАПРИМЕР КОЖА РАССКАЗЫВАТЬ КОНСТАНТИН КОРОТКОВ,notLF
