,phrase,lf-label
5565, Вот как объяснил Итогам данную логику владелец мебельных салонов Гранд и Три кита Сергей Зуев Цены на мебель в наших салонах установлены в рублях так положено по российскому законодательству но все наши внутренние расчеты мы вот уже пол года ведем исключительно в евро,LF
5566, Мы перешли на эту валюту после того как ее курс стал сильно расти так удобнее и нам и нашим партнерам за границей,notLF
5567, Да и все цены на мебельных выставках уже давно переведены в евро,LF
5568, В этой валюте мы и рассчитываемся с иностранными поставщиками,notLF
5569, Везти с собой в Европу доллар никогда не было выгодно европейские валюты обычно покупались в России,LF
5570, Но если раньше спрос более или менее равномерно распределялся между марками франками лирами и прочими денежными единицами то сейчас вся нагрузка легла на евро,LF
5571, Этот фактор также способствует поддержанию его курса,notLF
5572, На евро постепенно переходит и весь туристический бизнес,notLF
5573, Цены на туры в Европу сегодня дорожают в прямой пропорции с ростом курса евро,notLF
5574, По словам пресс-секретаря Российского союза туриндустрии Ирины Тюриной за последний год увеличение цен на поездки в Старый Свет составило в среднем 20 процентов,notLF
5575, Резкого подорожания не было операторы поднимали цены несколько раз но понемногу в соответствии с ростом евро,notLF
5576, Вообще на рынке постепенно устанавливается порядок стоимость путевок в США исчисляется в долларах None None в Европу None в евро а None None по России None в рублях,notLF
5577, Такого как раньше все в долларах больше нет и никогда уже не будет отметила Ирина Тюрина,notLF
5578, Тюрьма для свекровей,notLF
5579, Индийская тюрьма Тихар единственная в своем роде в одном ее крыле содержатся под стражей исключительно свекрови,notLF
5580, Столь необычное явление связано с традициями индийской свадьбы,notLF
5581, До сих пор в Индии за невесток берут выкуп хотя это строго запрещено законом,LF
5582, И именно свекрови буквально вымогают с родителей своих невесток приданое,notLF
5583, А если те не в состоянии откупиться мать жениха может и убить бесприданницу,notLF
5584, Только в прошлом году было зафиксировано 7 тысяч таких убийств,LF
5585, Часть тюрьмы где держат вымогательниц рассчитана на 114 заключенных однако женщин там в полтора раза больше,notLF
5586, Интерес к делам о вымогательстве возрос после случая с девушкой по имени Ниша Шарма,notLF
5587, Во время брачных торжеств когда родители жениха принялись требовать у ее родственников деньги бойкая индианка вызвала полицию,notLF
5588, Миллион за монету,notLF
5589, Американский Аукционный дом Bowers and Merena объявил охоту на редкую монету достоинством пять центов,notLF
5590, На лицевой стороне раритета изображен женский профиль символ Свободы,notLF
5591, В 1913 году американское бюро монетного двора тестируя новое оборудование выпустило пять таких монет,notLF
5592, 4 профиля Свободы ушли в частные коллекции а один пропал при загадочных обстоятельствах,notLF
5593, Последний известный владелец погиб в автомобильной аварии,notLF
5594, После этого монета исчезла,notLF
5595, Учитывая невероятную ценность пятицентовика один из которых был продан в 2001 году за 1 миллион 840 тысяч долларов аукционисты решили отыскать его,LF
5596, Нашедшему предлагается награда в миллион долларов,notLF
5597, Если же обладатель монеты не захочет расстаться с ней то аукционисты предлагают 10 тысяч долларов за то чтобы первыми ее увидеть,notLF
5598, Клонирование чемпионов,notLF
5599, Несмотря на многочисленные высказывания против клонирования живых организмов ученые продолжают проводить эксперименты в этой области,LF
5600, Биологи из университета штата Айдахо в начале мая этого года создали клон мула гибрида кобылы и осла,LF
5601, Он был создан по образу и подобию знаменитого скакового мула Таза многократного чемпиона скачек,notLF
5602, Ученые оплодотворили яйцеклетку кобылы матери чемпиона и наблюдали за развитием эмбриона 45 дней,notLF
5603, Затем ДНК этого плода заключили в яйцеклетки которые поместили в утробы 307 суррогатных матерей,notLF
5604, Забеременела всего 21 самка а появился на свет только один мул названный Гемом,notLF
5605, Пока новорожденный развивается без отклонений,notLF
5606, Ожидается что Гем в будущем сможет участвовать в скачках,LF
5607, По словам исследователей клонирование скаковых мулов весьма перспективное предприятие,notLF
5608, Владельцы конюшен утверждают что вырастить потомство от мулов чемпионов гораздо труднее чем от призовых лошадей,notLF
5609, Дело в том что мулы как правило стерильны и поэтому их разведение весьма проблематично,notLF
5610, Мобильная связь с Богом,notLF
5611, Американка Доун Дженкинс стала жертвой фантазии голливудских сценаристов,notLF
5612, В фильме Брюс всемогущий ставшем рекордсменом кинопроката США на минувшей неделе главный герой связывается с Господом Богом по мобильному телефону,LF
5613, Обычно все телефонные номера фигурирующие в американских картинах начинаются с несуществующего префикса 555 но в этот раз сценаристы для пущей убедительности ввели в фильм настоящий номер,notLF
5614, Он совпал с номером мобильного телефона Дженкинс,notLF
5615, Ей пришлось отвечать на многочисленные звонки желающих пообщаться с Богом,notLF
5616, Эти разговоры буквально съели все деньги на счету женщины,LF
5617, На фото Всевышний в исполнении актера Моргана Фримэна,LF
5618, Хоббиты запоют,notLF
5619, Английские продюсеры вдохновленные успехом кинотрилогии Питера Джексона Властелин колец решили поставить в Вест-Энде мюзикл по мотивам произведений Джона Роналда Руэла Толкиена,notLF
5620, Продюсер шоу Кевин Уоллес заявил что Властелин колец станет самым дорогим мюзиклом когда-либо поставленным в Вест-Энде,notLF
5621, Примерная стоимость проекта оценивается в 8 миллионов фунтов стерлингов,notLF
5622, Эти деньги планируется потратить на впечатляющие костюмы декорации всевозможные сценические ухищрения и т.д.,LF
5623, Это будет шоу которого Лондон не видел никогда,notLF
5624, Мы заново создадим волшебный мир толкиеновских героев зрители увидят настоящее чудо заявил продюсер,notLF
5625, Премьера этого многообещающего проекта намечена на 2005 год,notLF
5626, Подбор актеров на главную роль Фродо Бэггинса начнется уже весной будущего года,notLF
5627, Кастинг приобретет поистине общенациональный характер,notLF
5628, Имя композитора мюзикла пока не называется,notLF
5629, Хотя до премьеры еще далеко продюсеры уже строят планы будущих гастролей и надеются объехать с постановкой весь мир,LF
5630, Красивая жизнь,notLF
5631, С 12 по 14 июня в России пройдет Третий международный салон антиквариата украшений предметов дизайна и искусства класса люкс который устраивает знаменитый Золотой клуб Luxury,LF
5632, На этот раз светский бомонд России соберется в усадьбе Дворянское гнездо на Рублевке,LF
5633, В течение трех дней представители политической и деловой элиты страны звезды шоу бизнеса а также известные ценители и обладатели предметов высокого искусства будут наслаждаться красивой жизнью неотъемлемыми атрибутами которой являются эксклюзивные ювелирные изделия образцы роскошных интерьеров произведения современного искусства часы и редкие книги,notLF
5634, На вернисаже представят свои коллекции одежды известные Дома моды,notLF
5635, Гостей будут развлекать концертами классической музыки фейерверками и даже зажарят целого кабанчика по старому русскому рецепту на вертеле,notLF
5636, Апофеозом своего рода ярмарки роскоши станет вручение премии в номинации Успех Искусство Бизнес обладатель которой получит королевские бриллиантовые подвески из рук представителей династии Романовых,LF
5637, Под присмотром,LF
5638, Японские инженеры придумали устройство которое позволит наладить непрерывную связь между собаками и их хозяевами,LF
5639, Многие владельцы четвероногих любимцев беспокоятся оставляя их дома в одиночестве,LF
5640, Теперь они смогут следить за своим псом по мобильному телефону,notLF
5641, Суть изобретения заключается в том что видеокамеры которые размещаются во всех комнатах дома транслируют изображение собаки прямиком на экран мобильного телефона хозяина,notLF
5642, Помимо этого система Bowlingual сопровождает изображение подписями переводящими на человеческий язык собачий лай,notLF
5643, Переводчик крепится на шее животного и безошибочно распознает эмоции собак по лаю,notLF
5644, Так что теперь заботливые хозяева могут в режиме он-лайн наблюдать за своим питомцем и откликаться на просьбы животного которые будут транслироваться вместе с изображением,notLF
5645, Если к примеру пес начнет тоскливо подвывать застряв в ванной на экране появится фраза Возвращайся скорее,notLF
5646, Эксплуатация элиты,notLF
5647, Обострившаяся конкуренция на рынке дорогого жилья заставляет строительные компании закладывать в проекты насыщенную инфраструктуру и брать на себя управление домами,LF
5648, Конкуренция на рынке элитного жилья обостряется,LF
5649, Ситуация такова что многие специалисты прогнозируют насыщение и даже перенасыщение этого рынка в ближайшие 2 3 года,notLF
5650, Чтобы обойти конкурентов компании застройщики ищут новые методы привлечения покупателей,notLF
5651, Путь впрочем известен повышение комфортности и качества жилья в сложившихся ценовых пределах,LF
5652, В результате новые жилые комплексы обрастают все новыми услугами от единой системы кондиционирования до аквапарков,notLF
5653, Однако на пути этой гонки за объемом услуг есть серьезное препятствие эксплуатация,notLF
5654, Многие еще недавно радовавшие глаз новизной здания без должного обслуживания стареют а квартиры в них дешевеют,notLF
5655, Если на Западе содержание и управление недвижимостью хорошо развитый бизнес конкуренция в котором весьма велика то в России профессиональные эксплуатационные и управляющие компании можно пересчитать по пальцам одной руки,LF
5656, Поэтому даже в относительно благополучной по общероссийским меркам Москве крупные застройщики вынуждены решать нехарактерные для их основной деятельности задачи управления и эксплуатации,LF
5657, В противном случае как показывает практика жильцы не получат того уровня сервиса и услуг из-за которого они купили квартиру в конкретном доме,LF
5658, А это приведет к потере репутации самого застройщика,LF
5659, В одном флаконе,notLF
5660, Какие же технологии и услуги влияют на цену жилья и определяют его элитность,notLF
5661, Профессиональное сообщество до сих пор окончательно не определило четкого набора признаков по которому жилье классифицируется как элитное,notLF
5662, В силу специфики Москвы даже такие общепризнанные критерии как местоположение дома и цена квадратного метра нельзя считать основными,notLF
5663, Однако сегодня любой дом претендент на звание люкс однозначно строится из качественных и экологичных материалов по индивидуальному улучшенному проекту имеет современное дорогое остекление внутреннюю и внешнюю отделку наполнен новейшим инженерным оборудованием от оптико-волоконных линий до скоростных лифтов имеет собственную охраняемую территорию с паркингом,LF
5664, А также некий сервисный пакет объем которого зависит от концептуального понимания комфортности и качества жилья каждым отдельным застройщиком,notLF
5665, Если не касаться проблемы планировки квартир то вариантов по большому счету два полный набор услуг технических и сервисных внутри жилого комплекса и необходимый минимум соответствующий классу дома при развитой инфраструктуре района,LF
5666, В первом случае речь идет о так называемых городах домах больших жилых комплексах более 400 квартир существующих автономно от остального города,LF
5667, Наполнение их таково что владелец квартиры может получать все виды услуг не выходя из дома,LF
5668, На охраняемой территории в этом случае есть и гараж и мойка машин кафе спортклубы салоны красоты боулинги бассейны и даже аквапарки как например в Алых парусах или Олимпии на северо-западе Москвы,LF
5669, Кроме того оформление общественных зон и помещений дорогими отделочными материалами экзотическими цветами и мягкой мебелью вышколенный персонал неизменные козыри в борьбе за покупателя,notLF
5670, Яркий пример такого города в городе уже упомянутые Алые паруса или Триумф Палас компании ДОН Строй,LF
5671, Все перечисленное выше дополняется здесь еще и круглосуточной доставкой на дом ресторанных блюд крытыми кортами камерами видеонаблюдения за детской площадкой или автомобилем из квартиры и даже такой услугой как выгул собаки,notLF
5672, В некоторых домах этой компании имеются единые системы кондиционирования в доме на Остоженке специальные вытяжные системы для каминов экономичные системы расходования и очистки воды,LF
5673, По словам пресс-секретаря компании Миланы Зотовой политика компании заключается именно в том чтобы создать жильцу полный спектр услуг из которых он может выбрать что ему необходимо,notLF
5674, Мы подводим к каждой квартире полный коммуникационный пакет,notLF
5675, Но жилец сам решает оплачивать ему кабельное или спутниковое телевидение или нет None подключаться ли к сети Интернет,notLF
5676, И если сегодня ему это не нужно то завтра он может воспользоваться этой услугой мы создали ему для этого все условия,LF
5677, Сегодня аналогичный подход применяет немало компаний работающих в дорогом секторе рынка,LF
5678, Однако подобная инфраструктура находящаяся внутри комплекса обходится его жильцам недешево,notLF
5679," Средний коммунальный платеж за квадратный метр в который входят круглосуточный сервис электриков и сантехников консьержей уборка территории услуги садовника содержание подземных гаражей и плата за тепло многие дома имеют собственные тепловые подстанции колеблется от 1,5 до 3 долларов",notLF
5680, К этому следует добавить стоимость дополнительных услуг которые выбирает по желанию квартировладелец,LF
5681, Так что плата за полную автономность может превысить тысячу долларов в месяц,notLF
5682, Именно поэтому существует и другая концепция имеющая немало сторонников считающих экономически нецелесообразной мощную рекреацию внутри жилого комплекса,notLF
5683, Суть ее в том что изначально в проект дома закладывается необходимый минимум описанный выше,notLF
5684, Евгений Леонов начальник отдела маркетинга Департамента инвестиционных программ строительства ДИПС Москвы построившего в центре Москвы несколько домов со всеми признаками элитности считает такой подход более обоснованным Остальное делать нецелесообразно это сильно удорожает эксплуатационные расходы,LF
5685, Мы сталкиваемся с тем что покупатель отказывается от домов с большим набором дополнительных услуг именно потому что не хочет дорого платить за эксплуатацию,LF
5686, Гораздо выгоднее развивать инфраструктуру района где стоит дом,notLF
5687, Вот это повышает цену продаж,notLF
5688, Впрочем наличие развитой инфраструктуры школы детские сады торговые центры спорткомплексы детские площадки зеленые зоны и т.д. повышает цену не только дома новостройки но и всего жилья в этом районе,LF
5689, Так например компания Квартал по собственной инициативе включила в проект реконструкции территории между проспектами Вернадского и Ленинским улицами Удальцова и Лобачевского строительство боулинга бизнес центров торгово развлекательного и учебно спортивного комплексов,notLF
5690, Пользоваться этим смогут все жильцы квартала а на эксплуатационные расходы это не повлияет,notLF
5691, Кстати создание инфраструктуры района при новом строительстве теперь возведено в ранг городской политики,notLF
5692, Поэтому крупным элитным застройщикам не удается отделаться созданием комфортных условий только для своих покупателей,notLF
5693, Справедливости ради отметим что многие компании почувствовали тенденцию раньше чем она стала законом,notLF
5694, При сооружении тех же Алых парусов была полностью благоустроена набережная доступная всем желающим,notLF
5695, Эксплуататоры,notLF
5696, Однако каким бы инфраструктурным и технологическим пакетом ни оснащали свои элитные дома компании все они сталкиваются с проблемой их эксплуатации,LF
5697, Путь по которому идут застройщики более скромного жилья сдали городу и забыли здесь оказывается неприемлемым,notLF
5698, Отдать в управление районному ДЭЗу комплекс с мраморными холлами и панорамными лифтами как показывает опыт все равно что потерять его,notLF
5699, Несовершенство городской системы управления многие застройщики вынуждены исправлять своими силами,notLF
5700, Поэтому у всех крупных фирм сегодня имеются собственные управляющие компании,notLF
5701, Они есть и у ДОН Строя у ДИПСа ГУП Мосжилкомплекс СУ155 Группы компаний ПИК и многих других,notLF
5702, Сегодня рынок таких услуг как управление недвижимостью только формируется,notLF
5703, Тогда когда появились наши первые жилые комплексы с инфраструктурой говорит Милана Зотова никаких специальных управляющих компаний не было,notLF
5704, Да и кто кроме нас мог бы их нанять,notLF
5705, Задача профессиональной управляющей компании заключается как минимум в сохранении как максимум в увеличении стоимости управляемого здания,LF
5706, Любая постройка не важно жилая она или нет None теряет в цене по совершенно естественным причинам моральному и физическому износу коммуникаций инженерного оборудования и даже в зависимости от моды в архитектуре,LF
5707, Владелец недвижимости естественно заинтересован в минимизации потерь а значит в грамотной эксплуатации здания,notLF
5708, Тем более если оно содержит огромную инфраструктуру и начинено услугами как в рассматриваемых элитных домах,LF
5709, Сегодня в России условия управления большей частью жилых многоквартирных домов формируют муниципалитеты которые в силу сложившихся традиций взяли на себя функции всех собственников общего имущества,LF
5710, Это было оправданно в советские времена когда частной собственности не существовало а содержание жилья дотировалось из бюджета,LF
5711, И хотя сейчас частная собственность обычное дело и принято множество законов о создании товариществ собственников жилья и кондоминиумов муниципальные структуры по-прежнему считают себя хозяевами жилищного фонда,LF
5712, А ведь по закону собственник может отказаться от услуг муниципалов выбрать любую управляющую жилищную организацию которая заключит договоры с подрядными организациями,LF
5713, Однако в этой схеме есть слабое звено кто же собственник всего дома если квартиры в нем сплошь частные,notLF
5714, Федеральный закон О товариществах собственников жилья установил процедуру управления домами не имеющими единого собственника,notLF
5715, Однако ни законодательных ни экономических стимулов реализации указанного закона создано не было,notLF
5716, В соответствии с законом товарищества ТСЖ создаются собственниками жилья не принудительно а добровольно,notLF
5717, В то же время принятые правовые нормы о бюджетном финансировании жилищных и коммунальных услуг предоставляемых гражданам проживающим в кондоминиумах носят для органов местного самоуправления рекомендательный характер,LF
5718, Кроме того льготы и жилищные субсидии членам ТСЖ компенсируются не всегда,notLF
5719, Это лишает создание ТСЖ экономических стимулов,notLF
5720, По этим и другим причинам например законодательно не определенный статус земли под домами процесс создания ТСЖ и кондоминиумов не идет,LF
5721, В действующем законодательстве не прописан и специальный механизм понуждения собственника к выполнению обязанностей по управлению своей недвижимостью,LF
5722, Хотя в более развитых странах кондоминиумы занимают главное место в жилищном секторе,LF
5723, В Швеции ФРГ Англии как только в доме образуется более 51 процента собственников жилья он переходит в управление частной компании,LF
5724, По мнению главы ДИПСа Леонида Краснянского в городе отсутствует единая методика выделения общей долевой собственности в многоквартирном доме,LF
5725, Проблема с ТСЖ настолько запутанна в законодательном экономическом и социальном плане что вызывает обратный процесс передачу их городу,notLF
5726, Не допустить этого и пытаются сами застройщики инвесторы,notLF
5727, Поэтому не дожидаясь пока их покупатели во что-нибудь объединятся они сами распоряжаются нежилыми зонами зданий чтобы оправдать расходы сами нанимают эксплуатирующие организации охрану уборщиков сами организуют вывоз мусора и строят отношения с городскими властями и монополиями,LF
5728, В результате жилец получает вполне европейский уровень услуг инженерные системы здания находятся под постоянным контролем специалистов а проблемы ремонта сантехники либо электрики устраняются за считанные минуты,LF
5729, Тайна закованная в лед,notLF
5730, При помощи уникальной аппаратуры созданной Институтом космических исследований РАН на Марсе обнаружены гигантские массивы вечной мерзлоты,notLF
5731, Это означает что в недрах Красной планеты могут скрываться целые океаны воды а в них None None примитивные формы жизни,notLF
5732, Последние данные имеющиеся в распоряжении исследователей космоса показывают что Марс весьма активная планета,LF
5733, Там обнаружены самый крупный в Солнечной системе вулкан высотой 27 км и гигантский каньон глубиной около 6 км и протяженностью почти 5000 км,notLF
5734, Последние фотографии полученные с орбиты Красной планеты зафиксировали овраги и каньоны которые могли образоваться в результате перемещения больших масс воды несколько миллионов лет назад,LF
5735, Исследователи выдвинули предположение что в недрах Марса под слоем песка могут покоиться огромные массы льда и даже целые моря воды,LF
5736, Появление прочих грунтовых образований на поверхности Марса плоских террас круговых депрессий дюн пока просто нельзя объяснить без водного фактора,LF
5737, Все эти догадки необходимо было либо подтвердить либо опровергнуть,notLF
5738, С этой целью в апреле 2001 года к Марсу был отправлен исследовательский космический аппарат 2001 Марс Одиссей который в октябре того же года вышел на орбиту Красной планеты на высоте 400 км и как планируется будет кружить вокруг нее до июня 2004 года,LF
5739, В рамках этого проекта при помощи научной аппаратуры установленной на борту помимо поисков воды предполагается изучить распределение ископаемых в поверхностном слое планеты а также провести мониторинг уровня радиации в открытом космосе и на орбите Марса чтобы понять насколько его воздействие губительно для человеческого организма,LF
5740, Водный мир,notLF
5741, Самым эффективным способом поиска воды на Марсе на сегодня является метод гамма None и нейтронной спектроскопии,notLF
5742, Дело в том что Марс не обладает глобальным магнитным полем а поэтому солнечные и галактические космические лучи свободно достигают его поверхности взаимодействуя с ней,notLF
5743, При этом в приповерхностном слое планеты на глубине около 1 3 метров генерируется большое количество быстрых нейтронов,notLF
5744, Ядра химических элементов грунта вступают в реакцию с нейтронами и генерируют гамма излучение,LF
5745, Каждое ядро имеет свой уникальный спектр линий в гамма диапазоне поэтому ядерная гамма спектроскопия позволяет однозначно установить относительное количество ядер того или иного элемента в исследуемом объекте,notLF
5746, Соотношение потоков нейтронов при этом существенно зависит от количества водорода и других легких элементов в поверхностном слое планеты,notLF
5747, Известно что вода одно из самых распространенных веществ содержащих водород,notLF
5748, Таким образом дефицит быстрых нейтронов сопровождающийся увеличением потока тепловых нейтронов в какой-либо точке Марса может свидетельствовать о наличии льда или воды в этом месте,LF
5749, Первые попытки провести измерения потока гамма лучей с орбиты Красной планеты были сделаны советскими космическими аппаратами Марс 5 и Фобос 2 в 1989 году,LF
5750, К сожалению установленная на них аппаратура была несовершенна и не смогла обеспечить детальный анализ состава недр планеты,LF
5751, Необходимы были приборы с более точным спектральным разрешением,notLF
5752, В 1992 году американцы отправили к Марсу аппарат Марс Обсервер с гамма спектрометром GRS на борту,notLF
5753, В 1996 году аналогичный прибор отправился в полет на российском Марсе 96,LF
5754, Но оба аппарата так и не достигли цели после чего и в России и в США решили частично свернуть финансирование марсианских научных программ,LF
5755, Марс мог стать Бермудским треугольником Солнечной системы слишком уж часто космические миссии направлявшиеся к нему терпели неудачу,LF
5756, К счастью этого не произошло помог счастливый случай,notLF
5757, Уже в том же 96-м представители НАСА провели пресс-конференцию по случаю обнаружения в метеорите найденном в Антарктиде предположительно марсианского происхождения следов микроорганизмов и других форм органической жизни,LF
5758, Программа по исследованию Марса была немедленно реанимирована,notLF
5759, Но при этом американцы провозгласили принцип Меньше дешевле быстрее,notLF
5760, Они отказались от громоздких и больших космических аппаратов,notLF
5761, Ставку сделали на упрощение и уменьшение оборудования и устройства космических кораблей,LF
5762, В итоге им удалось добиться значительной экономии,notLF
5763," Если раньше стоимость одной экспедиции к Марсу превышала 1,5 млрд. долларов то совершаемый ныне полет обошелся всего в 300 млн. долларов",LF
5764, Проект HEND,notLF
5765, На борту аппарата 2001 Марс Одиссей размещен комплексный гамма спектрометр GRS состоящий из собственно гамма спектрометра разработчик лаборатория лунных и планетных исследований университета Аризоны детектора тепловых нейтронов разработчик Лос-Аламосская национальная лаборатория и детектора нейтронов высоких энергий HEND разработчик Институт космических исследований РАН,LF
